,Marital status,Application mode,Application order,Daytime/evening attendance	,Previous qualification,Mother's qualification,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP
3259,1,39,1,0,1,37,111.1,0,0,1,0,0,31,5,8,4,11.0,5,6,5,11.2,0.32
1702,1,1,1,1,1,38,111.6,1,0,1,0,0,19,6,12,5,14.0,6,14,5,11.0,-0.92
1115,1,44,1,1,1,37,121.0,0,0,1,0,1,21,6,6,6,12.333333333333334,6,8,6,11.333333333333334,0.79
225,1,44,1,1,39,37,150.0,0,0,1,0,1,21,6,9,6,12.666666666666666,6,8,5,12.8,0.79
3199,2,39,1,1,1,37,120.0,1,0,1,0,0,34,6,7,5,12.4,6,8,5,12.8,-3.12
2349,1,39,1,1,1,3,169.2,0,1,0,0,0,54,7,7,0,0.0,5,10,0,0.0,1.79
1888,1,1,1,1,1,37,125.3,0,0,1,1,0,19,6,9,5,10.8,6,11,5,11.0,0.32
1843,1,1,4,1,1,1,141.2,1,0,1,1,0,19,0,0,0,0.0,0,0,0,0.0,2.02
1026,1,7,1,1,3,19,130.0,1,0,1,0,0,23,7,8,6,14.357142857142858,7,8,6,14.357142857142858,0.32
1793,1,1,6,1,1,38,117.3,1,0,1,0,0,20,5,8,4,12.0,5,8,5,11.2,2.02
471,2,39,1,1,9,1,120.0,1,0,0,1,0,29,5,12,0,0.0,5,8,0,0.0,-3.12
1220,1,1,3,1,1,1,123.4,1,0,1,1,0,18,6,8,6,12.333333333333334,6,6,6,13.666666666666666,2.02
421,1,39,1,0,1,37,121.9,0,0,0,0,0,40,4,4,0,0.0,5,0,0,0.0,-1.7
1037,2,43,1,0,1,37,100.0,0,0,0,0,0,31,6,10,4,11.75,5,6,1,10.0,-1.7
2702,1,39,1,1,1,37,113.0,1,0,0,1,0,35,6,17,1,13.0,6,8,0,0.0,-4.06
1658,2,39,1,1,1,37,95.5,0,1,0,0,0,32,6,6,0,0.0,5,10,0,0.0,1.74
3045,1,43,1,1,1,1,118.9,0,0,1,1,0,21,5,11,2,10.5,5,13,0,0.0,-1.7
2932,1,1,1,1,1,3,139.5,0,0,1,1,1,20,6,7,6,14.833333333333334,6,6,6,14.833333333333334,-1.7
1283,2,39,1,0,9,34,118.4,0,0,0,0,0,39,5,5,0,0.0,5,5,0,0.0,0.32
3421,1,1,2,1,1,34,108.4,1,0,1,0,0,20,6,10,4,10.5,6,8,4,11.75,0.32
2440,1,1,1,1,1,3,133.6,1,0,0,0,0,22,5,12,4,14.6,5,5,4,12.75,-3.12
542,1,1,1,1,1,3,137.6,1,0,1,0,1,19,5,6,5,15.4,5,5,5,16.0,1.74
1195,2,39,1,0,1,37,101.0,0,0,1,0,0,35,6,7,6,12.5,6,6,6,12.166666666666666,-4.06
2204,1,17,1,1,1,1,132.8,1,0,0,1,0,21,6,10,2,12.0,6,0,0,0.0,1.74
1908,1,39,1,1,19,1,134.4,0,1,0,1,0,31,5,9,2,13.333333333333334,5,9,2,16.0,-0.92
1641,1,17,1,1,1,3,132.4,1,0,1,0,0,18,6,8,6,13.857142857142858,6,15,6,13.1,1.79
1276,2,39,1,1,3,37,122.5,0,0,0,0,0,32,5,6,0,0.0,5,5,0,0.0,-1.7
1316,1,1,3,1,1,38,127.3,1,1,0,1,1,19,0,0,0,0.0,0,0,0,0.0,-3.12
1216,1,51,1,1,1,1,150.0,0,0,1,1,0,23,5,7,2,13.0,5,11,1,10.0,3.51
896,1,2,1,1,1,19,122.5,0,0,0,0,0,28,11,11,11,11.727272727272728,8,8,8,12.0,-4.06
1950,1,39,1,1,1,1,120.0,1,0,1,1,0,29,5,11,1,18.0,5,10,3,13.333333333333334,1.74
1326,1,1,1,1,1,1,141.5,1,0,1,1,0,18,5,10,3,10.666666666666666,5,11,2,12.5,-3.12
1421,1,51,1,1,1,3,138.8,1,0,1,0,0,22,12,19,11,14.153846153846152,12,20,12,15.428571428571429,3.51
854,1,1,4,1,1,1,123.8,1,0,1,0,1,19,8,8,7,13.314285714285717,8,8,7,13.314285714285717,-1.7
947,1,1,1,1,1,1,131.7,1,0,1,0,1,21,6,8,6,12.166666666666666,6,11,3,11.666666666666666,1.74
1217,1,43,4,0,1,34,116.2,0,0,1,1,0,21,11,11,11,12.454545454545457,11,17,8,12.75,-3.12
3470,2,43,1,1,1,3,115.0,0,0,1,0,0,28,7,8,7,14.95,8,8,8,14.7375,0.79
2494,1,1,1,1,1,38,125.4,0,1,0,0,0,19,7,11,4,12.0,7,9,6,11.833333333333334,-0.92
3628,1,1,1,1,1,37,153.8,1,0,1,0,1,20,5,5,5,13.8,5,6,5,12.0,-3.12
1959,1,7,1,1,40,1,130.0,0,0,1,1,0,27,6,6,6,13.166666666666666,5,7,5,15.142857142857142,2.02
3569,1,1,3,1,1,1,131.5,1,0,1,0,0,20,6,6,6,12.5,6,6,6,12.833333333333334,0.32
1285,5,39,1,1,1,38,110.0,0,0,0,0,0,37,8,8,0,0.0,8,8,0,0.0,-1.7
2959,1,1,1,1,1,19,131.3,1,1,1,0,0,18,6,7,5,13.6,6,7,5,11.8,3.51
3510,1,18,2,1,1,37,124.3,1,0,1,1,0,20,5,7,4,10.75,5,12,3,10.571428571428571,1.74
526,2,39,1,1,1,37,158.0,0,1,0,0,0,34,6,7,4,13.5,6,6,0,0.0,-1.7
2545,1,39,1,1,1,37,100.2,1,0,0,0,0,26,6,9,3,11.75,6,11,4,11.5,-0.92
2852,1,44,1,1,39,37,130.0,0,0,1,1,0,25,6,6,0,0.0,6,8,0,0.0,-4.06
2748,1,51,1,1,19,2,120.0,0,1,1,1,0,32,6,15,2,12.0,6,7,0,0.0,2.02
262,1,17,1,1,1,34,118.9,1,0,1,0,0,21,6,12,3,11.333333333333334,6,10,3,11.333333333333334,0.32
1143,1,1,1,1,1,1,111.1,0,0,1,1,0,18,6,8,6,12.0,6,7,6,11.714285714285714,-4.06
743,1,7,1,1,3,37,130.0,1,0,1,0,0,27,8,8,8,12.8875,8,8,8,12.8875,-3.12
716,1,1,1,1,1,1,143.5,0,1,1,1,0,18,6,6,5,15.0,6,8,4,14.5,3.51
2660,1,43,1,1,1,1,129.0,0,0,0,0,0,21,6,7,6,12.0,6,6,6,12.0,1.74
1060,1,43,1,1,1,19,129.7,1,0,1,0,0,19,5,5,5,12.6,5,6,4,12.4,-0.92
2607,1,39,1,1,19,19,140.0,1,1,1,1,0,24,6,13,5,13.142857142857142,6,15,3,12.666666666666666,-0.92
2739,1,43,1,1,1,34,100.1,0,0,0,1,0,35,10,10,7,12.142857142857142,9,9,4,12.25,0.32
2556,1,1,1,1,1,19,133.5,0,0,1,0,1,19,6,6,6,15.0,6,6,6,13.333333333333334,3.51
1617,1,17,1,1,1,1,129.3,1,0,1,0,0,19,5,10,4,11.25,5,10,3,10.333333333333334,-1.7
1180,1,1,2,1,1,19,122.0,0,0,1,0,0,20,5,6,5,12.6,5,8,4,12.333333333333334,0.32
979,4,39,1,1,1,37,130.0,0,1,1,0,0,38,7,13,3,11.833333333333334,7,14,2,10.0,-0.92
1340,1,39,1,0,1,37,150.0,0,0,0,0,0,48,5,5,1,10.0,5,5,0,0.0,-4.06
705,1,44,1,1,39,1,119.8,0,0,1,1,0,21,7,7,2,12.0,9,10,7,12.142857142857142,1.79
1309,1,17,1,1,1,37,125.0,1,0,1,0,1,21,6,9,5,12.0,6,8,5,11.2,1.74
3210,2,43,1,0,3,37,140.0,0,1,1,0,0,34,10,25,5,12.2,9,18,8,12.22222222222222,-0.92
3273,1,1,2,1,1,1,140.5,1,0,1,0,0,18,7,7,6,15.25,7,7,6,15.25,0.32
1665,1,39,1,1,1,19,128.2,0,0,0,0,0,30,6,0,0,0.0,6,0,0,0.0,-1.7
2945,1,16,2,1,1,19,133.7,1,0,1,0,0,18,6,6,6,13.5,6,6,6,12.166666666666666,1.74
2434,1,16,6,1,1,37,116.5,1,0,1,0,0,20,5,8,4,11.6,5,10,3,12.333333333333334,0.32
3500,1,1,1,1,1,1,116.3,1,0,1,1,1,21,6,6,6,11.666666666666666,6,7,5,12.2,1.74
3234,1,17,2,1,1,3,139.4,1,0,1,0,1,18,0,0,0,0.0,0,0,0,0.0,-4.06
760,4,39,1,0,19,37,131.0,0,0,1,0,1,29,6,11,4,11.75,6,9,5,10.4,1.74
614,1,43,1,1,1,38,117.2,1,0,1,1,0,28,18,45,18,12.5,13,26,12,11.428571428571429,-4.06
2985,1,1,4,1,1,19,118.0,1,0,1,0,0,18,8,8,7,12.328571428571427,8,8,7,12.328571428571427,-1.7
1331,1,1,1,1,1,37,121.0,0,0,1,0,0,19,5,9,4,13.75,5,8,4,14.5,0.32
1497,1,39,1,1,1,1,112.9,0,0,1,0,0,24,6,12,2,11.666666666666666,6,20,2,10.5,-0.92
79,1,1,4,1,1,1,110.0,1,0,1,0,0,20,0,0,0,0.0,0,0,0,0.0,-0.92
1774,1,1,1,1,1,37,131.1,0,0,1,0,1,19,6,7,5,13.4,6,6,6,12.833333333333334,-4.06
721,1,44,1,1,39,19,120.0,1,0,1,1,0,23,7,8,5,12.2,9,10,7,12.142857142857142,-0.92
1367,1,1,2,1,1,38,118.3,1,0,1,0,0,20,5,11,5,12.333333333333334,5,7,5,12.6,-3.12
1830,1,18,2,1,1,3,115.5,0,0,1,1,0,18,7,11,6,13.433333333333332,7,10,4,13.6,3.51
2944,1,44,1,1,39,19,140.0,0,0,1,1,0,19,6,15,3,13.25,6,9,1,12.0,0.79
1643,1,39,1,0,1,37,110.0,1,0,1,0,0,24,6,10,1,10.0,6,12,0,0.0,-3.12
923,1,51,1,0,42,19,128.2,0,0,0,0,0,22,12,12,7,11.0,5,5,5,10.6,3.51
2070,1,17,1,1,1,19,141.7,0,0,1,0,1,18,6,8,6,12.666666666666666,6,6,6,13.0,0.79
3345,1,17,2,1,1,2,132.7,1,0,1,0,0,19,6,7,6,11.166666666666666,6,9,6,11.666666666666666,-3.12
1440,1,44,1,1,39,1,130.0,1,0,1,1,0,26,6,20,4,12.5,6,16,3,10.0,-4.06
3115,1,17,1,1,1,34,117.1,1,0,1,0,1,21,6,12,0,0.0,6,12,0,0.0,0.32
1764,1,1,3,1,1,19,130.8,1,0,1,0,0,18,8,8,7,13.614285714285714,8,8,7,13.614285714285714,-1.7
3128,1,43,1,1,1,14,112.5,1,0,1,0,0,20,10,14,9,12.333333333333334,7,10,7,11.77777777777778,0.32
1796,1,1,5,1,1,1,123.0,1,0,1,0,0,19,8,8,7,13.714285714285714,8,8,7,13.714285714285714,-1.7
2390,1,39,1,1,1,34,108.0,0,0,1,0,0,25,5,6,1,11.0,5,5,0,0.0,0.32
2191,1,39,1,0,1,37,148.5,0,0,1,1,0,34,6,6,4,12.25,5,5,0,0.0,2.02
2226,1,1,5,1,1,38,104.5,1,0,1,0,1,21,7,9,5,13.336000000000002,8,9,7,13.207142857142856,2.02
1535,1,1,3,1,1,37,142.2,1,0,1,1,1,20,12,12,12,14.583333333333334,11,14,11,14.333333333333334,3.51
1118,1,1,1,1,1,37,124.6,1,0,1,0,1,18,6,8,5,13.0,6,9,5,13.5,-3.12
1973,1,1,1,1,1,19,115.6,1,0,0,1,0,20,5,9,3,12.0,5,7,3,11.0,-3.12
313,1,1,1,1,1,1,141.0,1,0,1,0,1,18,7,7,7,15.135714285714286,8,8,8,15.287499999999998,1.79
465,1,17,1,1,1,38,117.2,0,0,1,1,0,20,5,7,5,14.6,5,5,5,14.2,-1.7
2336,4,43,1,1,1,37,110.0,0,1,1,0,0,34,6,13,4,11.25,6,8,4,13.75,0.79
197,1,17,2,1,1,37,119.7,0,0,1,0,1,18,6,9,6,11.333333333333334,6,9,6,11.571428571428571,-4.06
3538,1,17,1,1,1,37,119.4,1,0,1,1,0,21,5,8,0,0.0,5,5,0,0.0,0.32
1048,1,1,3,1,1,38,119.0,1,0,1,0,0,19,7,9,7,11.677777777777775,8,8,8,13.8,-1.7
432,1,1,1,1,1,5,183.5,1,0,1,0,0,18,7,8,4,12.0,8,8,0,0.0,-0.92
1674,1,39,1,1,1,19,130.0,1,0,1,0,0,26,6,17,6,12.666666666666666,6,21,4,12.25,-4.06
1043,1,43,1,1,1,38,127.9,1,0,1,0,0,20,6,6,6,11.833333333333334,6,7,6,12.857142857142858,-4.06
771,1,39,1,1,19,38,114.8,0,0,1,0,0,28,7,15,1,10.75,7,10,1,10.0,0.79
3427,1,1,2,1,1,19,125.5,1,0,1,0,1,21,7,9,7,13.2,8,9,7,13.2575,-4.06
1349,1,17,1,1,1,38,126.4,0,0,1,1,1,18,6,7,6,12.285714285714286,6,7,6,13.333333333333334,-0.92
3519,1,1,6,1,1,19,118.7,1,0,1,1,0,20,6,16,3,10.333333333333334,6,16,1,11.0,1.74
2250,1,42,1,1,1,3,105.3,0,0,0,1,0,36,6,8,0,0.0,6,10,0,0.0,-0.92
138,1,17,1,1,1,2,132.3,1,0,1,0,0,19,7,7,6,11.683333333333332,7,7,6,11.683333333333332,0.32
10,1,1,1,1,1,38,130.6,1,0,1,0,0,18,6,6,6,12.333333333333334,6,7,5,14.2,0.79
1992,1,39,1,1,1,1,130.0,0,0,1,1,0,29,3,4,0,0.0,4,8,0,0.0,-0.92
1775,1,1,6,1,1,38,117.8,1,0,1,0,0,18,6,11,6,12.0,6,11,4,12.5,3.51
2321,4,1,1,0,1,37,118.1,0,1,0,0,0,37,5,0,0,0.0,5,0,0,0.0,-1.7
3447,1,1,3,1,1,1,134.8,1,0,1,0,0,19,7,7,6,13.533333333333331,7,7,6,13.533333333333331,0.32
2076,1,17,4,1,1,1,95.0,1,0,1,0,1,19,6,12,6,11.666666666666666,6,7,0,0.0,-4.06
3185,1,43,4,1,6,38,118.9,1,0,1,0,1,19,7,7,6,13.55,7,7,6,13.55,0.32
2489,1,1,1,1,1,3,130.6,0,0,1,0,0,18,5,12,5,12.8,5,10,5,11.857142857142858,-3.12
342,1,1,1,1,1,19,97.0,1,0,1,0,0,23,6,9,5,11.6,6,9,3,11.0,-1.7
139,1,42,1,0,1,19,148.0,0,0,1,0,0,26,6,10,3,11.666666666666666,6,8,5,12.0,-3.12
3037,1,17,2,1,1,1,124.0,1,0,1,1,0,21,5,7,3,12.333333333333334,5,5,4,11.25,0.32
552,1,17,1,1,1,37,142.8,1,0,1,0,0,23,6,11,2,10.0,6,15,2,11.0,0.32
2523,1,39,1,1,1,1,120.0,0,0,1,1,0,26,5,7,3,11.333333333333334,5,7,3,13.666666666666666,-3.12
2097,1,17,2,1,1,1,106.7,1,1,1,1,1,19,6,14,2,10.0,6,6,0,0.0,0.79
1985,1,43,2,1,1,34,118.9,1,0,1,1,0,22,6,11,0,0.0,5,10,0,0.0,-3.12
2908,1,1,1,1,1,2,121.5,0,0,1,1,0,23,7,7,6,13.483333333333334,7,7,6,13.483333333333334,0.32
2130,1,1,1,1,1,1,143.0,1,1,1,0,0,21,6,9,5,11.4,6,8,5,12.2,-1.7
1634,2,42,1,1,2,37,130.0,0,0,1,0,1,32,8,8,8,14.6625,8,8,8,14.6625,-3.12
2504,1,16,1,1,1,37,123.0,1,0,1,0,1,20,6,7,6,15.857142857142858,6,6,6,16.0,0.79
707,1,44,1,1,39,1,160.0,1,0,0,1,0,19,6,6,6,14.0,6,11,6,13.5,1.79
3148,1,1,2,1,1,37,122.0,1,0,0,1,0,22,0,0,0,0.0,0,0,0,0.0,0.32
277,1,44,1,1,39,19,151.0,0,1,1,0,0,26,5,6,0,0.0,5,5,0,0.0,-0.92
3401,4,7,1,1,40,34,130.0,0,1,1,0,0,41,6,0,0,0.0,6,0,0,0.0,2.02
2507,5,7,1,1,3,19,160.0,0,0,0,0,0,27,5,8,3,14.666666666666666,5,7,2,13.0,1.74
871,1,1,1,1,1,38,133.9,0,0,1,0,0,18,7,7,7,15.014285714285714,8,8,8,16.0875,1.79
2081,1,17,1,1,1,19,129.5,0,0,1,0,1,18,5,5,5,11.6,5,12,4,12.625,1.74
2635,1,1,6,1,1,3,101.7,1,0,1,1,1,21,6,6,6,13.5,6,6,6,12.333333333333334,1.79
622,1,1,4,1,1,1,138.0,1,1,0,1,0,19,0,0,0,0.0,0,0,0,0.0,-4.06
1819,1,39,1,0,1,37,122.0,1,1,0,1,0,29,6,11,4,12.5,6,7,0,0.0,1.79
2550,1,1,1,1,1,1,113.1,1,0,1,0,0,19,7,7,7,13.79857142857143,8,8,8,14.75625,2.02
3221,1,1,6,1,1,19,126.0,1,0,1,0,1,18,0,0,0,0.0,0,0,0,0.0,-3.12
268,1,1,1,1,1,41,137.8,0,0,1,0,0,19,7,7,7,13.694285714285714,8,9,8,14.355555555555554,2.02
1485,1,43,1,0,3,3,130.0,0,0,1,1,0,33,5,5,0,0.0,5,5,0,0.0,-1.7
877,1,1,1,1,1,19,117.8,0,0,1,0,1,19,7,7,7,13.7,8,9,7,14.671428571428574,1.79
878,1,1,2,1,1,1,126.1,1,0,1,0,1,19,7,7,7,12.495714285714286,8,9,7,12.242857142857144,2.02
413,1,17,2,1,1,38,129.1,1,0,1,0,0,18,6,6,6,12.666666666666666,6,7,5,14.6,2.02
1835,1,1,2,1,1,1,100.0,1,0,1,1,0,19,7,9,7,11.975,8,9,7,13.12857142857143,0.79
2428,1,17,1,1,1,1,131.1,1,1,1,0,1,19,5,7,5,13.6,5,5,5,12.6,3.51
316,1,53,1,1,42,3,140.2,0,0,1,0,0,20,11,19,9,12.555555555555555,9,14,8,11.11111111111111,3.51
1402,1,1,1,1,1,1,161.0,1,0,1,1,0,18,7,7,7,16.142857142857142,8,9,0,0.0,-0.92
1550,1,1,1,1,1,19,126.0,1,0,1,0,0,19,7,7,6,12.183333333333332,7,7,6,12.183333333333332,0.32
1960,1,44,1,1,39,19,140.0,1,0,1,1,0,21,6,6,6,14.5,6,8,6,11.333333333333334,1.79
2672,2,39,1,1,19,37,140.0,0,1,1,0,0,29,6,11,5,12.6,6,6,6,12.666666666666666,2.02
2148,1,17,1,1,1,1,118.0,0,0,1,0,1,19,6,7,5,11.0,6,7,5,12.8,1.79
2746,1,39,1,1,12,37,140.0,0,0,1,1,0,29,5,0,0,0.0,5,0,0,0.0,-3.12
3408,1,39,1,1,1,37,150.0,0,1,1,0,0,34,6,10,5,13.833333333333334,6,13,5,12.5,-0.92
1806,1,17,1,1,1,38,127.3,1,0,1,0,0,19,0,0,0,0.0,0,0,0,0.0,-4.06
732,1,1,2,1,1,1,151.3,1,0,1,0,0,18,6,6,6,14.0,6,6,6,14.666666666666666,1.74
3125,1,39,1,0,1,37,121.0,0,1,0,0,0,44,8,12,4,12.0,7,9,4,12.0,3.51
1659,2,39,1,1,1,19,107.5,0,0,0,0,0,35,6,0,0,0.0,6,0,0,0.0,-4.06
1732,1,43,1,1,1,3,140.0,0,0,1,0,0,20,17,29,14,12.5625,12,24,12,12.857142857142858,-4.06
2184,2,39,1,1,38,37,154.0,1,0,1,1,0,57,6,7,5,14.2,6,6,6,14.166666666666666,-3.12
1388,1,1,2,1,1,19,117.7,1,1,1,1,0,20,5,5,4,12.0,5,6,5,11.6,-3.12
2260,1,44,1,1,39,3,110.0,0,0,1,1,0,23,6,19,0,0.0,6,6,0,0.0,0.79
2756,1,17,4,1,1,1,115.2,0,0,0,0,0,19,6,7,3,12.666666666666666,6,10,5,13.125,1.74
1130,1,42,1,1,1,19,113.8,0,0,0,1,0,27,5,0,0,0.0,5,0,0,0.0,-4.06
3110,1,1,3,1,1,4,107.4,1,0,1,1,0,18,5,8,5,14.0,5,6,5,13.2,3.51
591,1,43,1,1,19,38,140.0,0,1,1,1,0,35,10,18,6,12.666666666666666,9,11,3,12.0,-0.92
2462,1,1,4,1,1,19,117.1,1,0,1,0,1,18,7,7,7,14.572857142857142,8,9,8,14.955555555555556,1.79
1713,1,17,2,1,1,37,123.6,0,0,1,0,1,19,6,7,6,14.142857142857142,6,6,6,15.0,0.79
737,2,44,1,0,39,1,130.0,0,0,0,0,0,21,5,12,3,11.333333333333334,5,10,1,13.0,-4.06
2894,1,1,1,1,1,1,137.0,1,0,1,1,0,18,5,5,5,13.4,5,5,5,15.0,3.51
1561,1,53,1,1,42,3,153.8,1,0,1,0,0,21,11,15,10,14.5,9,15,8,14.0,3.51
2873,1,1,1,1,1,1,126.3,0,0,1,1,1,18,6,8,6,12.166666666666666,6,7,5,13.0,0.79
926,1,1,5,1,1,1,115.5,1,0,1,0,1,19,7,8,7,12.135714285714286,8,10,7,13.328571428571427,1.79
2347,5,42,1,1,2,37,120.0,0,0,1,0,0,32,15,21,13,12.692307692307692,15,22,13,12.384615384615383,1.74
2980,1,17,2,0,1,19,118.0,0,0,1,0,1,20,6,6,6,11.666666666666666,6,12,5,14.0,1.74
1520,1,1,1,1,1,19,133.0,0,0,1,1,0,18,5,12,5,13.285714285714286,5,16,5,14.8,1.79
2478,1,17,1,1,1,38,122.3,1,0,1,0,0,19,6,9,4,13.0,6,9,4,12.25,-1.7
1619,1,1,1,1,1,1,116.7,0,0,1,0,0,20,5,12,3,12.333333333333334,5,8,3,13.0,-3.12
2795,1,1,5,1,1,19,117.4,1,0,1,0,0,20,6,7,6,13.833333333333334,6,6,6,12.833333333333334,2.02
1095,1,53,1,1,42,1,133.8,1,0,1,0,0,21,11,17,11,11.545454545454543,9,13,8,12.88888888888889,3.51
1324,1,1,6,1,1,4,136.3,1,0,1,1,0,18,8,9,8,12.8875,8,9,8,12.8875,-3.12
3272,1,1,2,1,1,37,130.8,1,0,1,0,0,18,6,14,4,11.25,6,9,5,13.0,-3.12
1193,1,16,3,1,1,1,156.9,1,0,1,0,0,19,6,6,6,15.333333333333334,6,9,6,15.833333333333334,-1.7
2505,1,17,1,1,1,38,122.3,0,0,1,0,1,19,5,5,5,12.6,5,9,3,13.0,0.32
692,2,39,1,0,1,1,128.4,0,0,1,0,0,34,5,12,5,10.4,5,11,5,12.0,1.79
2377,1,43,1,1,1,37,125.1,0,0,1,0,0,21,9,14,8,13.555555555555555,7,10,7,13.571428571428571,0.32
1113,1,43,1,1,1,1,120.0,1,0,1,0,0,21,6,14,5,11.5,6,13,5,11.0,-4.06
1304,1,1,4,1,1,19,119.8,1,0,1,0,0,22,0,0,0,0.0,0,0,0,0.0,-0.92
915,1,1,1,1,1,1,124.9,0,0,1,0,1,20,6,7,6,12.666666666666666,6,6,6,12.833333333333334,1.74
1981,1,7,1,1,3,34,130.0,0,0,1,1,0,26,5,5,0,0.0,5,6,0,0.0,1.74
2460,1,17,3,1,1,19,119.0,1,0,1,0,1,19,7,8,7,12.142857142857142,8,8,8,13.375,-0.92
1607,1,1,1,1,1,38,114.3,0,0,1,0,0,19,6,0,0,0.0,6,0,0,0.0,2.02
3498,1,44,1,1,39,37,150.0,0,0,1,1,1,24,6,9,6,13.555555555555555,6,7,6,12.666666666666666,0.79
653,1,1,3,1,1,19,116.1,0,0,1,0,1,18,6,6,6,13.166666666666666,6,6,6,12.166666666666666,1.79
3547,2,7,1,0,3,19,130.0,0,0,1,0,0,32,14,18,13,12.846153846153848,11,19,10,12.8,1.74
1391,1,1,5,1,1,3,140.8,1,0,1,1,0,22,6,6,6,14.666666666666666,6,6,6,15.0,-3.12
570,1,1,1,1,1,3,152.1,1,1,1,1,0,18,5,15,4,13.333333333333334,5,6,2,13.5,0.79
2491,1,1,2,1,1,3,123.0,1,0,0,0,0,19,7,0,0,0.0,8,0,0,0.0,-1.7
1776,1,10,1,1,1,19,140.0,1,0,1,0,0,21,5,6,5,14.2,5,5,5,14.8,1.74
1020,1,17,1,1,1,38,159.7,1,0,1,0,1,18,6,7,6,15.142857142857142,6,6,6,15.833333333333334,-1.7
3116,1,18,1,1,1,37,127.5,1,0,1,0,1,19,8,8,7,13.542857142857144,8,8,7,13.542857142857144,-1.7
1808,1,43,1,1,1,19,138.6,0,0,1,0,1,19,7,9,6,14.25,8,11,8,13.063636363636364,-0.92
1889,1,18,1,1,1,34,131.0,0,0,1,1,0,22,5,11,3,13.666666666666666,5,10,3,11.333333333333334,-3.12
3159,1,43,1,1,1,37,120.0,1,0,1,1,0,39,6,8,0,0.0,6,8,2,11.0,-0.92
501,2,1,1,0,1,1,139.9,1,0,1,0,0,24,6,9,5,13.0,6,6,6,14.166666666666666,-3.12
2217,1,39,2,1,1,19,100.0,1,0,1,1,0,24,5,8,3,10.666666666666666,5,5,1,14.0,-3.12
765,1,7,1,1,3,19,140.0,1,0,1,0,0,32,5,8,1,14.0,5,12,0,0.0,1.74
2429,1,42,1,1,1,3,100.0,0,0,1,0,0,18,7,8,7,13.55,8,8,8,14.1875,0.79
2186,1,39,1,0,1,1,96.0,1,0,0,1,0,38,5,5,0,0.0,5,5,0,0.0,3.51
3574,1,39,1,0,1,19,120.0,0,1,0,0,0,31,6,14,2,10.5,6,6,3,12.333333333333334,2.02
1832,1,7,1,1,43,19,140.0,0,0,1,1,0,25,6,6,6,14.666666666666666,6,6,6,13.5,2.02
1472,1,1,4,1,1,3,138.7,0,0,1,1,0,18,5,0,0,0.0,5,0,0,0.0,3.51
1552,2,43,1,1,1,37,160.0,0,1,0,1,0,51,4,4,0,0.0,4,4,0,0.0,-1.7
493,1,7,1,1,40,1,170.0,0,0,1,0,0,24,7,7,7,16.885714285714283,8,9,8,15.744444444444444,-0.92
2289,1,42,1,1,1,1,108.6,0,0,0,1,0,34,7,13,5,12.0,7,7,3,11.0,-4.06
702,1,1,1,1,1,34,105.9,0,0,1,1,0,20,6,11,4,10.75,6,13,2,10.0,0.32
317,1,1,1,1,1,34,129.3,0,0,1,0,0,19,6,8,6,11.5,6,7,6,11.166666666666666,0.32
772,4,39,1,0,19,37,110.0,0,0,0,0,0,31,6,8,5,11.4,6,9,3,11.0,-3.12
1084,1,1,1,0,1,2,127.5,1,0,1,1,0,22,5,9,5,12.428571428571429,5,7,5,11.8,0.32
3535,1,44,1,1,39,38,150.0,1,0,1,1,1,22,6,9,6,13.428571428571429,6,12,6,13.625,1.79
2482,1,1,4,1,1,41,119.6,1,0,1,0,0,19,6,6,4,12.0,6,11,3,11.333333333333334,2.02
359,1,1,6,1,1,19,130.3,1,0,1,0,1,18,8,8,7,13.814285714285717,8,8,7,13.814285714285717,-1.7
348,1,1,6,1,1,3,131.5,1,0,1,0,0,19,8,8,8,13.25375,8,8,8,13.25375,-3.12
370,1,18,1,1,1,38,114.8,1,0,1,0,0,20,8,8,7,14.402857142857142,8,8,7,14.402857142857142,1.74
3155,1,39,1,1,1,37,100.0,0,1,0,1,0,28,10,19,8,11.88888888888889,8,17,5,11.6,-4.06
1685,1,44,1,1,39,1,140.0,1,0,1,0,0,21,6,7,6,13.0,6,15,4,12.8,1.79
3530,1,1,5,1,1,19,123.2,1,0,1,1,0,18,5,14,4,11.0,5,9,5,10.5,0.79
2476,1,17,1,1,1,19,118.4,0,0,1,0,0,19,5,8,3,12.0,5,7,5,12.833333333333334,0.32
1587,1,1,4,1,1,19,117.8,1,0,1,0,0,18,7,10,7,13.03,8,8,8,13.21875,-4.06
2185,1,1,1,1,1,1,115.0,0,0,0,1,0,20,7,11,4,12.6,7,7,4,11.575,-0.92
1099,1,17,2,1,1,19,129.8,1,0,1,0,0,20,7,8,6,14.37,8,10,7,14.65,1.79
2783,1,1,1,1,1,1,155.0,0,0,1,0,1,21,6,7,5,13.0,6,6,6,12.666666666666666,-0.92
74,2,39,1,0,1,37,114.0,0,0,1,0,0,44,8,11,8,11.875,6,7,6,12.333333333333334,-1.7
1580,1,1,2,1,1,37,139.2,1,0,1,0,0,18,6,7,6,13.833333333333334,6,6,6,14.0,-3.12
