Marital status,Application mode,Application order,Daytime/evening attendance	,Previous qualification,Mother's qualification,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,Target
1,39,1,1,1,19,128.2,0,0,0,0,0,30,6,0,0,0.0,6,0,0,0.0,-1.7,0
1,17,4,1,1,38,117.0,1,0,1,1,0,21,0,0,0,0.0,0,0,0,0.0,1.74,0
1,1,1,1,1,1,110.4,1,0,1,1,0,19,6,6,6,11.5,6,8,6,12.285714285714286,3.51,1
1,43,1,1,1,4,100.0,0,0,1,1,0,18,7,7,7,11.828571428571427,8,10,7,12.9125,0.79,1
1,1,1,1,1,3,117.0,1,0,1,1,0,21,0,0,0,0.0,0,0,0,0.0,-3.12,1
1,1,1,1,1,19,128.0,1,0,1,0,1,19,7,7,6,12.966666666666669,7,7,6,12.966666666666669,0.32,1
1,1,1,1,1,37,122.1,1,0,1,1,0,18,6,6,6,13.833333333333334,6,6,6,13.666666666666666,-1.7,1
1,17,2,1,1,19,133.4,1,0,1,0,0,19,7,7,7,14.125714285714285,8,8,8,14.36875,2.02,1
4,39,1,1,1,38,112.0,0,1,1,0,0,45,10,12,5,12.166666666666666,8,8,0,0.0,-1.7,0
1,39,1,1,1,19,130.0,1,0,1,0,0,26,6,17,6,12.666666666666666,6,21,4,12.25,-4.06,1
2,39,2,0,1,37,100.0,1,0,1,1,0,51,4,4,0,0.0,5,0,0,0.0,-1.7,0
2,39,1,1,19,37,162.0,0,1,1,1,1,49,6,8,6,12.285714285714286,6,7,6,14.166666666666666,1.74,1
1,17,1,1,1,1,131.4,1,0,1,1,0,22,5,8,2,10.0,5,7,1,10.0,0.32,0
2,7,1,1,3,3,128.2,0,0,1,0,0,33,5,11,2,11.5,5,8,2,12.0,-3.12,0
1,10,1,1,1,37,148.9,0,0,1,0,0,20,5,6,5,11.6,5,6,4,11.5,-3.12,1
1,1,4,1,1,38,128.4,1,0,1,0,1,18,6,6,6,12.5,6,6,6,11.666666666666666,1.74,1
1,1,5,1,1,38,120.3,1,1,0,0,0,20,6,9,3,11.666666666666666,6,10,2,11.0,1.74,0
2,57,1,0,1,38,100.0,0,0,1,0,0,37,10,11,7,13.428571428571429,10,11,10,11.6,3.51,1
1,1,1,1,1,37,126.1,1,0,1,1,0,18,6,6,6,13.666666666666666,6,6,6,13.5,0.32,1
1,1,3,1,1,1,111.7,1,0,1,0,0,19,6,6,6,12.5,6,6,6,12.166666666666666,1.79,1
1,44,1,1,39,1,140.0,1,0,1,0,0,21,6,7,6,13.0,6,15,4,12.8,1.79,1
1,1,2,1,1,19,122.2,0,0,1,0,0,20,7,9,6,12.783333333333331,8,9,7,12.842857142857143,0.79,1
1,1,2,1,1,37,118.7,1,0,1,0,0,19,7,0,0,0.0,8,0,0,0.0,0.79,0
1,17,2,1,1,38,121.5,1,0,1,0,0,20,7,13,4,13.5,7,11,4,11.225,2.02,0
1,17,4,1,1,3,134.5,1,0,1,0,0,18,7,7,7,13.457142857142856,8,8,8,15.125,0.79,1
1,1,4,1,1,1,127.0,1,0,1,0,0,19,8,8,7,13.44285714285714,8,8,7,13.44285714285714,-1.7,1
1,1,1,1,1,37,114.2,0,0,1,0,0,18,6,13,4,11.0,6,12,5,10.833333333333334,-4.06,1
1,17,1,1,1,38,125.3,1,0,1,0,1,18,6,6,6,11.333333333333334,6,7,6,12.285714285714286,-4.06,1
1,1,2,1,1,1,120.4,1,0,1,0,0,18,5,7,2,10.0,1,1,0,0.0,-1.7,0
1,1,2,1,1,1,130.5,1,0,1,0,1,18,7,8,7,12.214285714285714,8,8,8,14.0625,-0.92,1
1,1,1,1,1,37,125.5,1,0,1,0,1,19,6,6,6,14.166666666666666,6,6,6,13.5,2.02,1
1,53,1,1,42,1,133.8,0,1,1,0,1,24,12,13,12,12.846153846153848,11,13,11,12.636363636363637,3.51,1
1,1,1,1,1,1,130.5,1,0,1,0,1,21,5,6,5,12.8,5,7,4,11.25,-3.12,1
1,44,1,1,39,38,140.0,0,1,0,0,0,20,6,13,4,13.0,6,11,5,12.0,-0.92,0
1,17,6,1,1,19,119.4,1,0,1,0,1,19,7,7,7,13.371428571428572,8,9,8,13.666666666666666,-0.92,1
1,17,5,1,1,19,121.3,1,0,1,0,1,19,7,8,7,13.385714285714286,8,8,8,13.3875,1.74,1
1,1,3,1,1,1,126.3,1,0,1,0,0,18,8,8,7,13.328571428571427,8,8,7,13.328571428571427,-1.7,1
1,1,1,1,1,38,111.6,1,0,1,0,0,19,6,12,5,14.0,6,14,5,11.0,-0.92,1
1,17,4,1,1,38,111.3,1,0,1,0,0,21,5,5,5,12.6,5,5,5,13.2,3.51,1
1,1,2,1,1,1,122.5,1,0,1,0,1,19,6,7,6,14.0,6,6,6,15.0,-4.06,1
1,1,5,1,1,19,116.5,1,0,1,0,1,18,6,7,6,13.428571428571429,6,6,6,12.666666666666666,3.51,1
1,17,5,1,1,4,132.0,1,0,1,0,1,17,6,6,6,13.0,6,6,6,12.5,-4.06,1
1,17,6,1,1,37,117.0,1,0,0,1,0,23,5,9,3,10.0,5,9,3,12.333333333333334,-3.12,0
1,1,1,1,1,1,116.5,1,0,1,0,0,19,6,7,6,12.833333333333334,6,10,6,11.77777777777778,3.51,1
1,1,1,1,1,19,121.5,1,0,1,0,0,18,7,7,6,12.916666666666666,7,7,6,12.916666666666666,0.32,1
1,1,1,1,1,38,105.0,1,0,1,0,0,20,6,9,6,13.285714285714286,6,8,5,13.8,-4.06,1
1,1,3,1,1,1,121.3,1,0,1,0,1,19,5,6,5,14.6,5,5,5,13.8,1.74,1
1,1,1,1,1,19,136.1,1,0,1,0,1,18,6,6,6,14.0,6,6,6,13.666666666666666,1.79,1
1,17,2,1,1,37,123.6,0,0,1,0,1,19,6,7,6,14.142857142857142,6,6,6,15.0,0.79,1
1,1,4,1,1,38,129.0,1,0,1,0,0,19,6,8,6,11.666666666666666,6,6,6,12.333333333333334,1.74,1
1,17,1,1,1,19,136.8,1,0,1,0,0,18,8,9,8,14.3775,8,9,8,14.3775,-3.12,1
1,17,2,1,1,3,133.4,1,0,1,0,0,18,7,8,7,12.5,8,9,7,13.042857142857144,0.79,1
1,1,5,1,1,38,136.0,1,0,1,0,1,19,7,7,6,14.15,7,7,6,14.15,0.32,1
1,1,1,1,1,38,125.8,0,0,1,0,1,19,8,12,7,12.471428571428572,8,12,7,12.471428571428572,-1.7,1
1,1,1,1,1,4,120.5,0,0,1,0,0,19,7,7,6,14.15,7,7,6,14.15,0.32,1
1,1,2,1,1,37,130.2,1,0,1,0,0,21,7,11,7,14.072222222222225,8,8,8,14.0475,-4.06,1
1,1,3,1,1,3,135.9,1,0,1,0,0,18,6,7,6,14.857142857142858,6,6,6,14.666666666666666,0.79,1
1,1,1,1,1,19,116.5,0,0,1,0,1,19,6,7,6,14.285714285714286,6,6,6,13.166666666666666,2.02,1
1,1,4,1,1,19,124.0,0,0,0,0,0,18,4,4,0,0.0,4,4,0,0.0,-1.7,0
1,7,1,0,3,1,140.0,0,0,1,0,0,30,6,0,0,0.0,6,0,0,0.0,1.74,0
1,17,1,1,1,3,150.9,1,0,1,0,0,18,6,8,6,15.0,6,8,5,15.166666666666666,0.79,0
1,1,3,1,1,19,127.3,1,0,1,0,1,20,7,7,6,12.633333333333333,7,7,6,12.633333333333333,0.32,1
1,39,1,1,19,1,100.0,0,1,0,0,0,25,5,5,5,11.2,5,5,5,12.6,-3.12,0
1,1,5,1,1,38,128.8,1,0,1,0,0,18,7,7,6,14.233333333333334,7,7,6,14.233333333333334,0.32,1
1,1,1,1,1,5,140.8,0,0,1,0,0,18,8,8,7,15.7,8,8,7,15.7,-1.7,1
1,1,1,1,1,37,138.0,1,0,1,0,0,18,7,7,6,15.2,7,7,6,15.2,0.32,1
1,17,1,1,1,3,132.9,1,0,0,0,0,29,6,9,6,16.333333333333332,6,8,5,15.6,-1.7,0
1,43,1,1,1,3,140.0,0,0,1,0,0,20,17,29,14,12.5625,12,24,12,12.857142857142858,-4.06,1
1,7,1,1,3,3,140.0,0,0,1,0,0,26,7,0,0,0.0,8,0,0,0.0,0.79,0
1,1,2,1,1,38,99.3,1,0,1,0,0,21,6,8,5,12.4,6,6,6,12.0,1.79,1
1,18,1,1,1,37,119.3,0,0,1,0,1,19,8,9,8,13.78125,8,9,8,13.78125,-3.12,1
1,17,2,1,1,19,113.2,1,1,1,0,0,19,6,10,6,12.166666666666666,6,8,5,11.666666666666666,-0.92,0
1,18,1,0,1,1,123.0,0,1,1,0,0,20,6,13,4,10.8,6,15,4,12.0,-0.92,1
1,1,6,1,1,37,127.2,1,0,1,0,1,18,7,8,7,13.26,8,8,8,14.28625,-4.06,1
1,1,2,1,1,34,141.0,1,0,0,0,0,20,6,10,4,12.0,6,15,3,10.666666666666666,0.32,0
1,1,1,1,1,19,121.7,0,0,1,0,1,20,6,9,6,11.875,6,7,6,14.428571428571429,-0.92,1
1,1,1,1,1,37,142.5,1,0,1,0,0,18,6,6,6,13.333333333333334,6,9,5,13.2,-3.12,1
1,44,1,1,39,3,150.0,1,0,1,0,0,22,6,7,6,14.428571428571429,6,9,5,13.0,0.79,1
1,17,1,1,1,19,134.5,1,0,1,0,1,19,6,7,6,15.0,6,8,6,14.333333333333334,1.79,1
1,1,2,1,1,19,129.5,1,0,1,0,0,18,7,9,7,15.155555555555557,8,8,8,16.8,-1.7,1
1,1,1,1,1,38,113.2,1,1,1,0,0,20,6,8,6,10.666666666666666,6,7,6,11.857142857142858,2.02,1
1,17,1,1,1,38,140.2,1,0,1,0,0,18,6,9,5,11.0,6,9,4,11.25,1.74,0
1,17,2,1,1,1,119.2,1,0,1,0,0,21,6,0,0,0.0,6,0,0,0.0,3.51,0
1,1,1,1,1,1,140.7,0,0,1,0,0,19,6,7,6,12.285714285714286,6,7,6,12.0,1.79,1
1,1,5,1,1,38,142.3,1,0,1,0,0,18,8,8,8,12.82875,8,8,8,12.82875,-3.12,0
1,1,4,1,1,12,129.9,1,0,1,0,0,18,6,6,6,12.666666666666666,6,8,5,14.4,0.32,1
1,17,1,1,1,19,104.1,1,1,0,0,1,21,6,16,2,13.0,6,8,0,0.0,-4.06,0
1,1,1,1,1,1,122.4,0,1,1,0,0,19,5,10,5,10.875,5,8,4,12.4,0.79,1
1,1,1,1,1,37,120.6,1,0,1,0,1,19,5,5,5,12.8,5,8,5,11.6,-3.12,1
1,17,3,1,1,1,112.4,1,0,1,0,0,19,6,10,5,11.285714285714286,6,7,0,0.0,-0.92,0
1,1,1,1,1,5,157.9,0,0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,0.79,1
1,43,1,1,1,38,125.9,0,0,1,0,1,19,6,0,0,0.0,6,11,1,10.0,1.74,0
1,17,2,1,1,38,118.4,1,0,1,0,1,20,7,9,6,13.766666666666666,8,9,8,13.744444444444444,-0.92,0
1,1,3,1,1,18,130.8,1,0,0,0,0,18,8,9,6,12.758333333333333,8,9,6,12.758333333333333,-3.12,0
1,1,1,1,1,19,176.7,1,0,1,0,1,19,0,0,0,0.0,0,0,0,0.0,2.02,0
1,1,1,1,1,19,156.8,1,0,1,0,0,18,6,6,6,12.666666666666666,6,8,6,13.25,1.74,1
1,1,1,1,1,1,128.0,0,0,1,0,1,19,6,8,6,12.25,6,8,6,12.0,-0.92,1
1,1,2,1,1,19,113.8,1,0,1,0,0,20,5,8,3,11.333333333333334,5,8,5,12.2,0.32,1
1,17,5,1,1,1,120.8,1,0,1,0,1,19,7,9,7,13.507142857142856,8,12,8,13.05,-0.92,1
1,1,3,1,1,19,130.8,1,0,1,0,0,18,8,8,7,13.614285714285714,8,8,7,13.614285714285714,-1.7,1
1,39,1,1,1,19,101.0,0,1,1,0,0,25,6,6,0,0.0,6,6,0,0.0,-4.06,0
1,17,5,1,1,37,126.1,1,0,0,0,0,18,6,9,4,11.5,6,6,6,12.166666666666666,0.32,1
1,1,5,1,1,38,113.8,1,0,1,0,0,19,6,7,6,12.333333333333334,6,7,6,12.5,3.51,1
1,17,2,1,1,19,118.3,1,0,1,0,1,19,7,7,7,11.971428571428572,8,8,8,14.4375,-4.06,1
1,1,1,1,1,19,127.9,0,1,0,0,1,20,5,12,2,13.0,5,13,2,11.5,-3.12,0
1,17,4,1,1,38,117.9,1,0,1,0,0,20,5,12,2,13.5,5,12,5,11.285714285714286,1.74,1
1,17,1,1,1,1,115.7,1,0,1,0,0,21,6,8,6,12.166666666666666,6,7,6,13.285714285714286,2.02,1
1,1,2,1,1,3,141.0,1,0,1,0,0,19,0,0,0,0.0,0,0,0,0.0,-1.7,1
2,39,1,0,12,37,120.0,0,0,1,0,0,42,6,6,6,11.666666666666666,6,6,6,13.666666666666666,1.74,1
1,1,1,1,1,37,131.1,0,0,1,0,1,19,6,7,5,13.4,6,6,6,12.833333333333334,-4.06,1
1,1,6,1,1,38,117.8,1,0,1,0,0,18,6,11,6,12.0,6,11,4,12.5,3.51,1
1,10,1,1,1,19,140.0,1,0,1,0,0,21,5,6,5,14.2,5,5,5,14.8,1.74,1
1,1,1,1,1,38,108.0,0,0,1,0,1,20,6,8,6,12.125,6,7,6,14.428571428571429,-0.92,1
1,1,1,1,1,1,122.9,1,0,1,0,0,20,7,7,7,13.857142857142858,7,7,7,13.285714285714286,2.02,1
1,1,4,1,1,38,126.0,1,0,1,0,0,19,7,9,7,14.283333333333337,8,9,8,13.125555555555556,-4.06,1
1,42,1,1,1,1,134.0,0,0,1,0,0,21,13,21,11,13.272727272727272,11,13,9,13.0,0.32,1
1,1,1,1,1,38,134.3,1,0,1,0,0,19,6,6,6,14.666666666666666,6,7,6,15.142857142857142,3.51,1
1,1,1,1,1,19,138.7,0,0,1,0,1,19,7,10,7,15.114999999999998,8,10,8,15.092,-4.06,1
1,44,1,1,39,37,160.0,1,0,1,0,0,22,6,13,6,15.0,6,7,6,13.142857142857142,-0.92,1
1,1,2,1,1,3,111.0,0,0,1,0,0,21,6,8,5,13.2,6,9,5,14.333333333333334,-3.12,1
1,17,4,1,1,37,128.5,1,0,1,0,1,18,6,14,2,11.0,6,14,3,10.333333333333334,0.32,0
1,1,4,1,1,1,133.0,0,0,1,0,1,20,8,8,7,14.565714285714288,8,8,7,14.565714285714288,1.74,1
1,17,2,1,1,34,114.6,1,1,0,0,0,18,5,8,3,12.0,5,6,4,10.75,0.32,0
1,17,1,1,1,19,104.1,0,0,1,0,0,20,6,6,0,0.0,5,5,0,0.0,3.51,0
1,17,4,1,1,1,127.6,1,0,1,0,0,23,7,7,6,13.796666666666669,8,11,7,13.775,1.79,1
1,1,2,1,1,1,151.0,1,0,1,0,0,18,6,6,6,14.833333333333334,6,6,6,15.333333333333334,-1.7,1
1,44,1,1,39,1,135.7,1,0,1,0,0,20,6,6,6,12.833333333333334,6,6,6,13.833333333333334,1.79,1
1,17,1,1,1,38,137.8,1,0,1,0,1,18,8,8,7,14.962857142857144,8,8,7,14.962857142857144,1.74,1
1,1,6,1,1,38,117.3,1,0,1,0,0,20,5,8,4,12.0,5,8,5,11.2,2.02,1
1,18,2,1,1,1,121.2,1,0,1,0,0,18,7,8,7,12.4,8,9,8,12.8,-0.92,1
1,17,1,1,1,3,129.3,1,0,1,0,0,20,6,7,6,15.571428571428571,6,6,6,17.166666666666668,-0.92,1
1,1,5,1,1,1,123.0,1,0,1,0,0,19,8,8,7,13.714285714285714,8,8,7,13.714285714285714,-1.7,1
1,44,1,1,39,1,140.0,0,0,1,0,0,21,6,9,6,13.142857142857142,6,9,6,12.166666666666666,0.79,1
2,7,1,1,43,37,140.0,0,0,1,0,0,33,6,7,6,15.0,6,8,3,11.0,2.02,1
1,1,1,1,1,12,144.6,0,1,0,0,0,24,5,6,1,13.0,5,5,0,0.0,0.32,0
1,43,1,1,1,1,118.3,0,0,1,0,1,20,11,12,11,12.0,11,14,11,12.75,0.79,1
1,1,1,1,1,19,153.6,1,0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,-3.12,1
1,1,4,1,1,1,158.3,1,0,1,0,0,18,6,6,6,15.166666666666666,6,6,6,14.166666666666666,-4.06,1
1,43,1,0,6,34,100.0,0,1,1,0,0,29,6,9,4,12.0,6,13,2,10.5,0.32,0
1,17,1,1,1,1,134.9,0,0,1,0,0,18,7,7,7,13.642857142857142,8,11,8,14.772727272727272,-0.92,1
1,1,3,1,1,38,142.0,1,0,1,0,0,19,6,8,6,12.666666666666666,6,7,6,12.714285714285714,-3.12,1
1,17,1,1,1,38,127.3,1,0,1,0,0,19,0,0,0,0.0,0,0,0,0.0,-4.06,0
1,17,1,1,1,19,116.5,0,0,1,0,1,18,6,8,5,10.8,6,9,6,10.5,1.79,1
1,43,1,1,1,19,138.6,0,0,1,0,1,19,7,9,6,14.25,8,11,8,13.063636363636364,-0.92,1
1,42,1,1,1,37,133.0,0,0,1,0,0,20,14,22,12,12.153846153846152,12,18,10,12.9,1.74,0
1,17,1,1,1,19,118.0,1,0,1,0,1,19,6,10,4,12.25,6,9,3,12.333333333333334,-3.12,1
1,1,6,1,1,19,128.5,1,0,1,0,1,18,8,8,8,13.40375,8,8,8,13.40375,-3.12,1
1,17,1,1,1,3,129.9,0,0,1,0,1,19,6,15,6,11.333333333333334,6,9,3,12.666666666666666,-3.12,1
1,17,4,1,1,1,125.8,0,1,1,1,0,20,6,7,5,12.2,6,6,6,12.333333333333334,-1.7,0
1,1,6,1,1,4,124.7,1,0,1,1,0,18,7,0,0,0.0,8,0,0,0.0,-0.92,0
1,39,1,1,1,3,154.9,0,1,0,1,0,35,6,8,5,16.166666666666668,6,10,4,16.0,3.51,0
1,1,1,1,1,37,129.0,1,0,1,1,1,19,0,0,0,0.0,0,0,0,0.0,0.79,1
1,1,3,1,1,38,127.3,1,0,1,1,0,19,5,8,3,11.0,5,7,2,10.0,-1.7,0
1,39,2,1,1,1,100.5,0,0,1,1,0,24,7,18,0,0.0,7,13,0,0.0,2.02,0
1,39,1,0,1,37,122.0,1,1,0,1,0,29,6,11,4,12.5,6,7,0,0.0,1.79,0
1,39,1,1,1,38,140.0,0,0,1,1,0,24,7,11,7,11.294444444444444,8,22,2,12.6,-4.06,1
1,17,2,1,1,19,116.1,1,0,1,1,0,19,6,8,5,11.2,6,11,4,12.5,-4.06,1
2,7,1,1,3,19,130.0,1,0,1,1,0,37,0,0,0,0.0,0,0,0,0.0,0.32,0
1,5,2,1,1,1,146.2,1,0,1,1,0,18,6,7,5,13.2,6,6,5,11.8,-0.92,1
1,1,5,1,1,39,127.8,1,0,0,1,0,18,5,0,0,0.0,5,0,0,0.0,2.02,0
1,1,5,1,1,1,132.4,1,1,0,1,0,18,6,6,0,0.0,6,0,0,0.0,2.02,0
1,1,3,1,1,1,129.3,1,0,1,1,0,18,8,8,7,13.1,8,8,7,13.1,-1.7,1
1,1,1,1,1,37,125.4,1,0,1,1,0,19,6,6,6,13.5,6,6,6,13.166666666666666,-3.12,1
1,1,1,1,1,19,132.0,0,0,1,1,0,19,6,10,5,11.571428571428571,6,10,3,13.0,-0.92,0
1,44,1,1,39,19,170.0,1,1,1,1,0,21,6,7,6,15.285714285714286,6,6,6,15.166666666666666,1.79,1
1,18,2,1,1,3,115.5,0,0,1,1,0,18,7,11,6,13.433333333333332,7,10,4,13.6,3.51,1
1,16,2,1,1,19,127.6,1,0,1,1,0,19,5,8,5,11.6,5,9,3,11.0,1.74,0
1,7,1,1,43,19,140.0,0,0,1,1,0,25,6,6,6,14.666666666666666,6,6,6,13.5,2.02,1
1,1,1,1,1,37,120.2,1,0,1,1,0,22,6,9,6,14.666666666666666,6,12,6,14.666666666666666,-1.7,1
1,39,1,1,1,1,150.0,0,0,1,1,0,24,8,8,7,12.742857142857144,8,8,7,12.742857142857144,-1.7,1
1,1,2,1,1,1,100.0,1,0,1,1,0,19,7,9,7,11.975,8,9,7,13.12857142857143,0.79,1
1,17,1,1,1,38,128.0,0,0,0,1,0,20,0,0,0,0.0,0,0,0,0.0,-3.12,0
1,1,2,1,1,19,128.0,1,0,1,1,1,19,8,8,7,14.935714285714283,8,8,7,14.935714285714283,1.74,1
1,43,3,1,1,37,107.2,1,0,1,1,0,19,6,16,2,10.5,6,15,4,10.0,0.32,0
1,1,1,1,1,3,110.1,1,0,1,1,0,19,6,9,5,13.333333333333334,6,6,5,13.0,1.79,1
1,43,1,1,1,37,119.0,0,1,1,1,0,23,6,6,0,0.0,6,8,0,0.0,-4.06,0
2,39,1,1,1,37,155.5,0,0,1,1,0,47,6,12,5,13.8,6,13,4,14.0,-1.7,0
1,1,1,1,1,1,118.4,0,0,1,1,0,19,6,6,6,11.833333333333334,6,8,4,10.75,-0.92,1
1,1,4,1,1,1,141.2,1,0,1,1,0,19,0,0,0,0.0,0,0,0,0.0,2.02,1
1,1,1,1,1,3,119.1,1,0,1,1,0,18,0,0,0,0.0,0,0,0,0.0,-0.92,0
1,43,1,1,1,1,111.0,0,0,1,1,0,28,5,9,2,10.0,5,9,0,0.0,-4.06,0
1,43,1,1,6,34,138.6,1,0,1,1,0,20,6,10,4,11.5,6,11,3,11.666666666666666,0.32,0
1,1,1,1,1,19,150.4,1,0,1,1,1,21,0,0,0,0.0,0,0,0,0.0,1.79,1
1,39,1,1,19,38,102.5,0,1,0,1,0,24,6,7,0,0.0,6,7,0,0.0,-0.92,0
1,39,1,1,1,3,122.3,0,0,1,1,0,28,6,10,6,13.0,6,8,5,12.2,0.79,1
1,17,4,1,1,38,126.4,1,0,1,1,1,18,7,7,7,13.462857142857144,8,8,8,13.90625,2.02,1
1,39,1,1,19,37,100.0,0,0,1,1,0,48,6,13,3,10.0,6,15,1,10.0,0.32,0
1,17,4,1,1,37,117.1,1,0,1,1,0,21,6,6,6,12.333333333333334,6,7,6,13.666666666666666,3.51,1
1,44,1,1,1,37,129.4,1,1,0,1,0,23,5,6,0,0.0,5,7,0,0.0,0.79,0
1,1,1,1,1,1,138.9,1,0,1,1,0,18,5,5,5,13.6,5,6,4,13.25,1.74,1
1,44,1,1,39,1,138.6,0,0,1,1,0,22,6,7,6,12.333333333333334,6,6,2,14.0,0.79,0
1,16,1,1,1,19,133.9,1,0,1,1,0,25,13,16,10,11.454545454545457,11,13,7,12.25,1.79,0
1,7,1,1,40,5,140.0,0,1,1,1,0,27,13,13,8,13.5,11,12,5,14.4,2.02,0
1,39,1,1,12,34,95.1,0,0,0,1,0,49,5,5,0,0.0,5,6,0,0.0,1.74,0
1,39,1,0,1,19,128.2,0,0,0,1,0,31,5,5,2,11.0,5,0,0,0.0,-1.7,0
1,39,1,1,1,37,121.5,0,0,1,1,0,54,6,9,6,13.714285714285714,6,13,5,14.333333333333334,-0.92,0
1,7,1,1,40,38,120.0,1,1,0,1,0,25,21,26,21,12.363636363636363,16,21,12,12.25,2.02,0
1,7,1,1,3,4,120.0,0,0,1,1,0,28,6,9,2,12.0,6,10,3,12.666666666666666,-1.7,0
2,39,1,0,19,37,107.0,0,0,1,1,0,41,7,7,7,12.857142857142858,6,6,6,13.166666666666666,-1.7,1
1,43,1,1,1,1,114.4,0,0,1,1,0,22,5,6,0,0.0,5,8,2,11.5,-4.06,0
1,1,1,1,1,2,157.7,0,0,1,1,0,34,6,13,2,13.5,6,6,0,0.0,-4.06,0
1,39,1,1,1,38,150.0,0,1,0,1,0,28,11,14,11,15.090909090909092,10,11,10,15.0,2.02,0
1,7,1,1,3,39,140.0,0,0,1,1,0,50,6,8,2,13.5,6,9,1,13.0,-4.06,0
1,1,4,1,1,3,109.1,1,0,1,1,0,19,5,5,0,0.0,5,5,0,0.0,1.79,0
1,43,1,1,1,3,120.6,0,0,1,1,0,18,7,12,4,12.65,7,10,3,10.666666666666666,-0.92,0
2,39,1,0,1,37,161.9,0,0,1,1,0,59,5,7,0,0.0,5,7,0,0.0,-0.92,0
2,7,1,0,3,34,140.0,1,0,0,1,0,33,5,5,0,0.0,5,5,0,0.0,0.32,0
1,17,2,1,1,37,178.0,1,0,1,1,1,23,6,8,6,13.333333333333334,6,7,5,12.8,-3.12,1
2,39,1,0,19,37,138.3,0,0,1,1,0,44,5,9,3,11.333333333333334,5,8,5,11.142857142857142,0.79,0
2,1,4,0,1,34,128.0,1,0,1,1,0,37,6,0,0,0.0,6,0,0,0.0,-3.12,0
2,39,1,1,19,37,139.0,0,0,1,1,0,36,0,0,0,0.0,0,0,0,0.0,1.74,0
1,1,2,0,1,1,113.2,0,0,0,1,0,22,5,7,3,11.666666666666666,5,8,2,10.5,0.32,0
2,39,1,0,19,37,139.0,0,0,1,1,0,49,6,8,6,12.166666666666666,6,8,6,14.428571428571429,1.79,1
1,51,1,1,1,1,110.0,1,0,1,1,0,23,6,7,6,13.333333333333334,6,6,4,12.75,2.02,1
2,43,1,0,1,37,161.1,0,0,1,1,0,47,6,9,6,12.142857142857142,6,6,0,0.0,-0.92,0
1,43,1,1,1,1,130.0,0,0,1,1,0,28,18,36,17,13.058823529411764,12,15,12,12.307692307692308,-4.06,1
1,1,1,1,1,38,121.0,0,1,0,1,0,21,6,9,5,11.833333333333334,6,8,5,10.0,3.51,0
1,43,1,1,39,2,118.6,0,0,1,1,0,21,11,14,10,12.4,10,13,10,11.8,0.79,1
2,42,1,1,1,37,115.8,0,0,0,1,0,49,5,5,0,0.0,5,9,0,0.0,1.74,0
1,39,1,0,1,19,160.0,0,0,1,1,0,40,5,5,5,11.0,5,5,5,13.4,-4.06,1
1,17,1,1,1,1,114.5,0,0,1,1,1,22,6,8,6,13.625,6,8,6,14.428571428571429,2.02,1
1,39,1,0,1,3,121.7,0,0,1,1,0,31,5,5,0,0.0,5,7,0,0.0,0.79,0
1,42,1,1,1,5,115.0,0,0,1,1,0,30,6,9,2,15.0,6,7,2,13.5,-4.06,0
1,1,1,1,1,37,125.3,0,0,1,1,0,19,6,9,5,10.8,6,11,5,11.0,0.32,1
1,18,1,1,1,34,131.0,0,0,1,1,0,22,5,11,3,13.666666666666666,5,10,3,11.333333333333334,-3.12,0
1,1,1,1,1,19,126.3,0,0,1,1,0,19,6,8,6,12.833333333333334,6,8,6,13.333333333333334,-4.06,1
1,17,1,1,1,1,127.1,0,0,0,1,0,21,0,0,0,0.0,0,0,0,0.0,0.32,0
1,17,3,1,1,1,138.4,0,0,1,1,0,19,6,8,6,15.125,6,7,6,13.428571428571429,2.02,1
1,43,2,1,1,1,100.0,1,0,1,1,0,22,5,11,0,0.0,5,7,1,10.0,-0.92,0
1,1,1,1,1,4,126.2,0,0,1,1,0,22,6,10,5,11.4,6,8,5,11.0,1.74,1
1,1,1,1,1,1,118.8,0,0,1,1,0,19,6,12,4,12.25,6,9,6,11.0,-3.12,1
1,39,1,1,39,1,124.5,0,0,0,1,0,26,6,0,0,0.0,6,0,0,0.0,-0.92,0
1,17,1,1,1,1,95.0,0,0,1,1,0,20,5,14,0,0.0,5,5,0,0.0,2.02,0
1,7,1,1,3,2,140.0,1,0,0,1,0,18,5,7,2,13.0,5,5,0,0.0,-1.7,0
4,43,2,0,38,3,125.4,0,0,1,1,0,39,2,5,0,0.0,4,4,0,0.0,1.74,0
1,1,1,1,1,19,128.0,0,0,1,1,0,18,8,8,0,0.0,8,8,0,0.0,1.74,0
1,17,3,1,1,1,129.3,0,0,1,1,1,18,5,5,5,13.0,5,5,5,14.2,3.51,1
1,1,1,1,1,19,152.0,0,0,1,1,1,19,6,7,6,13.857142857142858,6,6,6,14.0,0.79,1
1,1,1,1,1,1,128.8,0,0,1,1,0,18,7,7,6,13.391666666666666,8,8,8,12.4875,1.79,1
